Category	Topic / Chapter	Lecture # in Topic	Lecture Title	Current YouTube URL	Current Playlist URL(s)	MyNotes URL	MyNotes_old URL	JEE Syllabus Unit	JEE Syllabus Unit Name	Syllabus Mapping Confidence	Source Plan Status	Recommended Primary Source	Recommended Source URL	Source Plan Notes	
Inorganic Chemistry	Coordination Compounds	16	Oxidation Number of Central Atom	https://youtu.be/PpuPUMfr91Y?t=2482		#		Unit 12	Coordination Compounds	High	Replace/standardize to JEE Wallah	Coordination Chemistry: Chemistry | Class 12th/JEE	https://www.youtube.com/playlist?list=PLxyGaR3hEy3gH4UNRgnJK3rYaY38UlfPj	JEE Wallah playlist; search result confirms playlist. Playlist contents should be enumerated later.	
Inorganic Chemistry	Coordination Compounds	17	Homoleptic & Heteroleptic Complexes	https://youtu.be/PpuPUMfr91Y?t=2633		#		Unit 12	Coordination Compounds	High	Replace/standardize to JEE Wallah	Coordination Chemistry: Chemistry | Class 12th/JEE	https://www.youtube.com/playlist?list=PLxyGaR3hEy3gH4UNRgnJK3rYaY38UlfPj	JEE Wallah playlist; search result confirms playlist. Playlist contents should be enumerated later.	
Inorganic Chemistry	Coordination Compounds	18	Nomenclature of Coordination Compounds	https://youtu.be/PpuPUMfr91Y?t=2701		#		Unit 12	Coordination Compounds	High	Replace/standardize to JEE Wallah	Coordination Chemistry: Chemistry | Class 12th/JEE	https://www.youtube.com/playlist?list=PLxyGaR3hEy3gH4UNRgnJK3rYaY38UlfPj	JEE Wallah playlist; search result confirms playlist. Playlist contents should be enumerated later.	
Organic Chemistry	Organic Chemistry: IUPAC nomenclature	1	Some Basic Principles and Naming of Alkanes	https://youtu.be/ZgccHLOj3W4	https://www.youtube.com/playlist?list=PLgqhGKMp0Djaj_Tmch5c0zjqHEEHAGivd	03_organic_chem_lectures/01_iupac_nomenclature/01_some_basic_principles_and_naming_of_alkanes.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: IUPAC nomenclature	2	Complex Substituents and Cycloalkanes	https://youtu.be/R2RvDt6NWlo	https://www.youtube.com/playlist?list=PLgqhGKMp0Djaj_Tmch5c0zjqHEEHAGivd	03_organic_chem_lectures/01_iupac_nomenclature/02_complex_substituents_and_cycloalkanes.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: IUPAC nomenclature	3	Naming of Alkenes and Alkynes	https://youtu.be/VUoEdUgvGNo	https://www.youtube.com/playlist?list=PLgqhGKMp0Djaj_Tmch5c0zjqHEEHAGivd	03_organic_chem_lectures/01_iupac_nomenclature/03_naming_of_alkenes_and_alkynes.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: IUPAC nomenclature	4	Functional Groups with Secondary Suffix	https://youtu.be/pWtpwjj7ZdY	https://www.youtube.com/playlist?list=PLgqhGKMp0Djaj_Tmch5c0zjqHEEHAGivd	03_organic_chem_lectures/01_iupac_nomenclature/04_functional_groups_with_secondary_suffix.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: IUPAC nomenclature	5	Naming of Alcohols	https://youtu.be/3nvTs9lkhag	https://www.youtube.com/playlist?list=PLgqhGKMp0Djaj_Tmch5c0zjqHEEHAGivd	03_organic_chem_lectures/01_iupac_nomenclature/05_naming_of_alcohols.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: IUPAC nomenclature	6	Naming of Aldehydes and Ketones	https://youtu.be/wIkiE0PE8bE	https://www.youtube.com/playlist?list=PLgqhGKMp0Djaj_Tmch5c0zjqHEEHAGivd	03_organic_chem_lectures/01_iupac_nomenclature/06_naming_of_aldehydes_and_ketones.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: IUPAC nomenclature	7	Naming of Carboxylic Acid and Acid Halides	https://youtu.be/OPdpILw2db0	https://www.youtube.com/playlist?list=PLgqhGKMp0Djaj_Tmch5c0zjqHEEHAGivd	03_organic_chem_lectures/01_iupac_nomenclature/07_naming_of_carboxylic_acid_and_acid_halides.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: IUPAC nomenclature	8	Naming of Acid Amides and Esters	https://youtu.be/8aQ9TL68BeU	https://www.youtube.com/playlist?list=PLgqhGKMp0Djaj_Tmch5c0zjqHEEHAGivd	03_organic_chem_lectures/01_iupac_nomenclature/08_naming_of_acid_amides_and_esters.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: IUPAC nomenclature	9	Naming of Cyanides, Amines, and Ethers	https://youtu.be/wmCl7By2wfk	https://www.youtube.com/playlist?list=PLgqhGKMp0Djaj_Tmch5c0zjqHEEHAGivd	03_organic_chem_lectures/01_iupac_nomenclature/09_naming_of_cyanides_amines_and_ethers.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: IUPAC nomenclature	10	Naming of Polyfunctional Compounds	https://youtu.be/RN7_Q38RePk	https://www.youtube.com/playlist?list=PLgqhGKMp0Djaj_Tmch5c0zjqHEEHAGivd	03_organic_chem_lectures/01_iupac_nomenclature/10_naming_of_polyfunctional_compounds.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: IUPAC nomenclature	11	Naming of Aromatic Compounds - Benzene Rings	https://youtu.be/5qE2KJS1C4U	https://www.youtube.com/playlist?list=PLgqhGKMp0Djaj_Tmch5c0zjqHEEHAGivd	03_organic_chem_lectures/01_iupac_nomenclature/11_naming_of_aromatic_compounds_benzene_rings.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: IUPAC nomenclature	12	Naming of Bicyclo and Spiro Compounds	https://youtu.be/zZAJsddI8os	https://www.youtube.com/playlist?list=PLgqhGKMp0Djaj_Tmch5c0zjqHEEHAGivd	03_organic_chem_lectures/01_iupac_nomenclature/12_naming_of_bicyclo_and_spiro_compounds.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Isomerism	1	Introduction: Chain and Position Isomerism	https://youtu.be/mq1L2plDTrU	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFXbEZgV5ymIMOeBRoABXqw	03_organic_chem_lectures/02_organic_chemistry_isomerism/01_introduction_chain_and_position_isomerism.html	03_organic_chem_lectures/02_organic_chemistry_isomerism_OLD/01_introduction_chain_and_position_isomerism.html	Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Isomerism	2	How to Find Total Structural Isomers	https://youtu.be/_RsvQC69GqE	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFXbEZgV5ymIMOeBRoABXqw	03_organic_chem_lectures/02_organic_chemistry_isomerism/02_how_to_find_total_structural_isomers.html	03_organic_chem_lectures/02_organic_chemistry_isomerism_OLD/02_how_to_find_total_structural_isomers.html	Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Isomerism	3	Functional Isomerism, Metamerism, Ring-Chain Isomerism	https://youtu.be/9gti5tVKAwY	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFXbEZgV5ymIMOeBRoABXqw	03_organic_chem_lectures/02_organic_chemistry_isomerism/03_functional_isomerism_metamerism_ring_chain_isomerism.html	03_organic_chem_lectures/02_organic_chemistry_isomerism_OLD/03_functional_isomerism_metamerism_ring_chain_isomerism.html	Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Isomerism	4	Tautomerism 01: Condition to Show Tautomerism and Special Cases	https://youtu.be/MdBxRUu81W4	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFXbEZgV5ymIMOeBRoABXqw	03_organic_chem_lectures/02_organic_chemistry_isomerism/04_tautomerism_01_condition_to_show_tautomerism_and_special_cases.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Isomerism	5	Tautomerism 02: Percentage of Enol Content & Stability of Enol	https://youtu.be/f97VxiXfjl8	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFXbEZgV5ymIMOeBRoABXqw	03_organic_chem_lectures/02_organic_chemistry_isomerism/05_tautomerism_02_percentage_of_enol_content_stability_of_enol.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Isomerism	6	Stereoisomerism: Geometrical Isomers 01 | Cis-Trans / E-Z / Syn-Anti	https://youtu.be/C7CMdH2w0wE	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFXbEZgV5ymIMOeBRoABXqw	03_organic_chem_lectures/02_organic_chemistry_isomerism/06_stereoisomerism_geometrical_isomers_01_cis_trans_e_z_syn_anti.html	03_organic_chem_lectures/02_organic_chemistry_isomerism_OLD/06_stereoisomerism_geometrical_isomers_01_cis_trans_e_z_syn_anti.html	Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Isomerism	7	Geometrical Isomers 02: Cycloalkanes, Allenes, Spiro, Biphenyl	https://youtu.be/K9feZA-x0j4	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFXbEZgV5ymIMOeBRoABXqw	03_organic_chem_lectures/02_organic_chemistry_isomerism/07_geometrical_isomers_02_cycloalkanes_allenes_spiro_biphenyl.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Isomerism	8	Geometrical Isomers 03: Number of Geometrical Isomers	https://youtu.be/Ukyrbpu99mk	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFXbEZgV5ymIMOeBRoABXqw	03_organic_chem_lectures/02_organic_chemistry_isomerism/08_geometrical_isomers_03_number_of_geometrical_isomers.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Isomerism	9	Optical Isomers 01: Introduction - Chiral Centre and Enantiomers	https://youtu.be/ZiPzgGVJDvY	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFXbEZgV5ymIMOeBRoABXqw	03_organic_chem_lectures/02_organic_chemistry_isomerism/09_optical_isomers_01_introduction_chiral_centre_and_enantiomers.html	03_organic_chem_lectures/02_organic_chemistry_isomerism_OLD/09_optical_isomers_01_introduction_chiral_centre_and_enantiomers.html	Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Isomerism	10	Optical Isomers 02: Plane of Symmetry and Centre of Symmetry	https://youtu.be/2Lad_FQ7K2w	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFXbEZgV5ymIMOeBRoABXqw	03_organic_chem_lectures/02_organic_chemistry_isomerism/10_optical_isomers_02_plane_of_symmetry_and_centre_of_symmetry.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Isomerism	11	Optical Isomers 03: Enantiomers, Diastereomers, Meso, Total Isomers	https://youtu.be/kfMToOXhpZk	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFXbEZgV5ymIMOeBRoABXqw	03_organic_chem_lectures/02_organic_chemistry_isomerism/11_optical_isomers_03_enantiomers_diastereomers_meso_total_isomers.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Isomerism	12	Optical Isomers 04: Wedge Dash and Fischer Projections with R-S Configurations	https://youtu.be/Mjgnb1DU3LE	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFXbEZgV5ymIMOeBRoABXqw	03_organic_chem_lectures/02_organic_chemistry_isomerism/12_optical_isomers_04_wedge_dash_and_fischer_projections_with_r_s_configurations.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Isomerism	13	Optical Isomers 05: Optical Isomerism in Allene, Spiro and Biphenyl	https://youtu.be/_hK2-WkRAO0	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFXbEZgV5ymIMOeBRoABXqw	03_organic_chem_lectures/02_organic_chemistry_isomerism/13_optical_isomers_05_optical_isomerism_in_allene_spiro_and_biphenyl.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: GOC	1	Inductive Effect and Acidic Strength	https://youtu.be/hdAW3ng8gx0	https://www.youtube.com/playlist?list=PLF_7kfnwLFCGnyrRfiT8251OrVqJzHnBM	03_organic_chem_lectures/03_organic_chemistry_goc/01_inductive_effect_and_acidic_strength.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: GOC	2	Resonance 01: How to Draw Resonance Structures	https://youtu.be/rHMMX18a8ME	https://www.youtube.com/playlist?list=PLF_7kfnwLFCGnyrRfiT8251OrVqJzHnBM	03_organic_chem_lectures/03_organic_chemistry_goc/02_resonance_01_how_to_draw_resonance_structures.html	03_organic_chem_lectures/03_organic_chemistry_goc_OLD/02_resonance_01_how_to_draw_resonance_structures.html	Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: GOC	3	Resonance 02: Stability of Resonance Structures	https://youtu.be/RdcC7_E8yeM	https://www.youtube.com/playlist?list=PLF_7kfnwLFCGnyrRfiT8251OrVqJzHnBM	03_organic_chem_lectures/03_organic_chemistry_goc/03_resonance_02_stability_of_resonance_structures.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: GOC	4	Resonance 03: Mesomeric Effect Complete Topic	https://youtu.be/qkTYf0sHDiQ	https://www.youtube.com/playlist?list=PLF_7kfnwLFCGnyrRfiT8251OrVqJzHnBM	03_organic_chem_lectures/03_organic_chemistry_goc/04_resonance_03_mesomeric_effect_complete_topic.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: GOC	5	Hyperconjugation Effect in Carbocation, Free Radical	https://youtu.be/jGyb5HCz-wU	https://www.youtube.com/playlist?list=PLF_7kfnwLFCGnyrRfiT8251OrVqJzHnBM	03_organic_chem_lectures/03_organic_chemistry_goc/05_hyperconjugation_effect_in_carbocation_free_radical.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: GOC	6	Aromatic, Anti-Aromatic, and Non-Aromatic Compounds	https://youtu.be/lVbuBY0YMu4	https://www.youtube.com/playlist?list=PLF_7kfnwLFCGnyrRfiT8251OrVqJzHnBM	03_organic_chem_lectures/03_organic_chemistry_goc//06_aromatic_anti_aromatic_and_non_aromatic_compounds.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: GOC	7	Carbocation - Reaction Intermediate 01	https://youtu.be/DDYJ6piwFVU	https://www.youtube.com/playlist?list=PLF_7kfnwLFCGnyrRfiT8251OrVqJzHnBM	03_organic_chem_lectures/03_organic_chemistry_goc//07_carbocation_reaction_intermediate_01.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: GOC	8	Free Radical and Carbanion - Reaction Intermediate 02	https://youtu.be/-dEaa1mCfps	https://www.youtube.com/playlist?list=PLF_7kfnwLFCGnyrRfiT8251OrVqJzHnBM	03_organic_chem_lectures/03_organic_chemistry_goc/08_free_radical_and_carbanion_reaction_intermediate_02.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: GOC	9	Carbene || Singlet and Triplet Carbene - Reaction Intermediate 03	https://youtu.be/WsHML3uhclY	https://www.youtube.com/playlist?list=PLF_7kfnwLFCGnyrRfiT8251OrVqJzHnBM	03_organic_chem_lectures/03_organic_chemistry_goc/09_carbene_singlet_and_triplet_carbene_reaction_intermediate_03.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: GOC	10	Rearrangement of Carbocation | Hydride, Methyl, and Phenyl Shifting	https://youtu.be/_l_GOioLd2Q	https://www.youtube.com/playlist?list=PLF_7kfnwLFCGnyrRfiT8251OrVqJzHnBM	03_organic_chem_lectures/03_organic_chemistry_goc//10_rearrangement_of_carbocation_hydride_methyl_and_phenyl_shifting.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Reaction Mechanism	1	Types of Attacking Reagents: Electrophile & Nucleophile	https://youtu.be/yMgv_yvL8o8	https://www.youtube.com/playlist?list=PLF_7kfnwLFCE-Ez19Bpn-pmE7wjBmx7Ix	03_organic_chem_lectures/04_organic_chemistry_reaction_mechanism/01_types_of_attacking_reagents_electrophile_nucleophile.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Reaction Mechanism	2	Free Radical Substitution 01 | Halogenation of Alkane	https://youtu.be/ByfT-458Eoc	https://www.youtube.com/playlist?list=PLF_7kfnwLFCE-Ez19Bpn-pmE7wjBmx7Ix	03_organic_chem_lectures/04_organic_chemistry_reaction_mechanism/02_free_radical_substitution_01_halogenation_of_alkane.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Reaction Mechanism	3	Free Radical Substitution 02 | Selectivity in Halogenation	https://youtu.be/iXvpYAxpvy0	https://www.youtube.com/playlist?list=PLF_7kfnwLFCE-Ez19Bpn-pmE7wjBmx7Ix	03_organic_chem_lectures/04_organic_chemistry_reaction_mechanism/03_free_radical_substitution_02_selectivity_in_halogenation.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Reaction Mechanism	4	Free Radical Substitution 03 | Allylic Substitution	https://youtu.be/ghbjFdbn7Bs	https://www.youtube.com/playlist?list=PLF_7kfnwLFCE-Ez19Bpn-pmE7wjBmx7Ix	03_organic_chem_lectures/04_organic_chemistry_reaction_mechanism/04_free_radical_substitution_03_allylic_substitution.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Reaction Mechanism	5	Electrophilic Substitution 01: Chlorination, Nitration in Benzene	https://youtu.be/FaqaUXfbVVg	https://www.youtube.com/playlist?list=PLF_7kfnwLFCE-Ez19Bpn-pmE7wjBmx7Ix	03_organic_chem_lectures/04_organic_chemistry_reaction_mechanism/05_electrophilic_substitution_01_chlorination_nitration_in_benzene.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Reaction Mechanism	6	Electrophilic Substitution 02: Friedel-Crafts Reaction	https://youtu.be/DpEz-viSqIk	https://www.youtube.com/playlist?list=PLF_7kfnwLFCE-Ez19Bpn-pmE7wjBmx7Ix	03_organic_chem_lectures/04_organic_chemistry_reaction_mechanism/06_electrophilic_substitution_02_friedel_crafts_reaction.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Reaction Mechanism	7	Electrophilic Substitution 03: Effect of Substituent on Reactivity of Benzene	https://youtu.be/DbLRZuwozuY	https://www.youtube.com/playlist?list=PLF_7kfnwLFCE-Ez19Bpn-pmE7wjBmx7Ix	03_organic_chem_lectures/04_organic_chemistry_reaction_mechanism/07_electrophilic_substitution_03_effect_of_substituent_on_reactivity_of_benzene.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Reaction Mechanism	8	Nucleophilic Substitution 01: Leaving Group Tendency	https://youtu.be/Qwqemb3a1oc	https://www.youtube.com/playlist?list=PLF_7kfnwLFCE-Ez19Bpn-pmE7wjBmx7Ix	03_organic_chem_lectures/04_organic_chemistry_reaction_mechanism/08_nucleophilic_substitution_01_leaving_group_tendency.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Reaction Mechanism	9	Nucleophilic Substitution 02: SN1 Reaction and Mechanism	https://youtu.be/zzaGc5J4J_E	https://www.youtube.com/playlist?list=PLF_7kfnwLFCE-Ez19Bpn-pmE7wjBmx7Ix	03_organic_chem_lectures/04_organic_chemistry_reaction_mechanism/09_nucleophilic_substitution_02_sn1_reaction_and_mechanism.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Reaction Mechanism	10	Nucleophilic Substitution 03: SN2 Reaction and Mechanism	https://youtu.be/AkxlE-GJPHE	https://www.youtube.com/playlist?list=PLF_7kfnwLFCE-Ez19Bpn-pmE7wjBmx7Ix	03_organic_chem_lectures/04_organic_chemistry_reaction_mechanism/10_nucleophilic_substitution_03_sn2_reaction_and_mechanism.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Reaction Mechanism	11	Electrophilic Addition 01: Addition of HX to Alkene - Markovnikov's Rule	https://youtu.be/eZfn-nN9JTI	https://www.youtube.com/playlist?list=PLF_7kfnwLFCE-Ez19Bpn-pmE7wjBmx7Ix	03_organic_chem_lectures/04_organic_chemistry_reaction_mechanism/11_electrophilic_addition_01_addition_of_hx_to_alkene_markovnikovs_rule.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Reaction Mechanism	12	Free Radical Addition: Anti-Markovnikov's Rule	https://youtu.be/uTgJK0oIctM	https://www.youtube.com/playlist?list=PLF_7kfnwLFCE-Ez19Bpn-pmE7wjBmx7Ix	03_organic_chem_lectures/04_organic_chemistry_reaction_mechanism/12_free_radical_addition_anti_markovnikovs_rule.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Reaction Mechanism	13	Electrophilic Addition 02: Anti Addition of Bromine	https://youtu.be/6NFYSUs0CRM	https://www.youtube.com/playlist?list=PLF_7kfnwLFCE-Ez19Bpn-pmE7wjBmx7Ix	03_organic_chem_lectures/04_organic_chemistry_reaction_mechanism/13_electrophilic_addition_02_anti_addition_of_bromine.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Reaction Mechanism	14	Elimination Reaction 01 || E1 Reaction	https://youtu.be/VKaSaBy6U_k	https://www.youtube.com/playlist?list=PLF_7kfnwLFCE-Ez19Bpn-pmE7wjBmx7Ix	03_organic_chem_lectures/04_organic_chemistry_reaction_mechanism/14_elimination_reaction_01_e1_reaction.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Organic Chemistry: Reaction Mechanism	15	Elimination Reaction 02 || E2 Reaction	https://youtu.be/hC9jKtZOYbw	https://www.youtube.com/playlist?list=PLF_7kfnwLFCE-Ez19Bpn-pmE7wjBmx7Ix	03_organic_chem_lectures/04_organic_chemistry_reaction_mechanism/15_elimination_reaction_02_e2_reaction.html		Unit 14	Some Basic Principles of Organic Chemistry	High	Keep current source / no change decided				
Organic Chemistry	Hydrocarbons	1	Preparation of Alkanes 01: Reduction of Alkene/Alkyne & Alkyl Halides	https://youtu.be/sIBqmtI82c0	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFqvbAsdBsAtL7A7CGggSZX	03_organic_chem_lectures/05_hydrocarbons/01_preparation_of_alkanes_01_reduction_of_alkene_alkyne_alkyl_halides.html		Unit 15	Hydrocarbons	High	Keep current source / no change decided				
Organic Chemistry	Hydrocarbons	2	Preparation of Alkanes 02: Wurtz Reaction (and Frankland Reaction)	https://youtu.be/TSTLwyiBZrc	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFqvbAsdBsAtL7A7CGggSZX	03_organic_chem_lectures/05_hydrocarbons/02_preparation_of_alkanes_02_wurtz_reaction_and_frankland_reaction.html		Unit 15	Hydrocarbons	High	Keep current source / no change decided				
Organic Chemistry	Hydrocarbons	3	Preparation of Alkanes 03: Kolbe's Electrolytic Method	https://youtu.be/74r32fxbfK4	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFqvbAsdBsAtL7A7CGggSZX	03_organic_chem_lectures/05_hydrocarbons/03_preparation_of_alkanes_03_kolbes_electrolytic_method.html		Unit 15	Hydrocarbons	High	Keep current source / no change decided				
Organic Chemistry	Hydrocarbons	4	Preparation of Alkanes 04: Soda Lime - Decarboxylation	https://youtu.be/EKaIAfxw72E	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFqvbAsdBsAtL7A7CGggSZX	03_organic_chem_lectures/05_hydrocarbons/04_preparation_of_alkanes_04_soda_lime_decarboxylation.html		Unit 15	Hydrocarbons	High	Keep current source / no change decided				
Organic Chemistry	Hydrocarbons	5	Preparation of Alkanes 05: Clemenson & Wolf-Kishner Reduction, Red P /HI Method	https://youtu.be/ZYzCfimE880	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFqvbAsdBsAtL7A7CGggSZX	03_organic_chem_lectures/05_hydrocarbons/05_preparation_of_alkanes_05_clemenson_wolf_kishner_reduction_red_p_hi_method.html		Unit 15	Hydrocarbons	High	Keep current source / no change decided				
Organic Chemistry	Hydrocarbons	6	Preparation of Alkanes 06: From Grignard's Reagant and Corey-House Synthesis JEE	https://www.youtube.com/watch?v=cM_PTvxDM2E	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFqvbAsdBsAtL7A7CGggSZX	03_organic_chem_lectures/05_hydrocarbons/06_preparation_of_alkanes_06_Grignard's_reagant_and_Corey-House_synthesis.html		Unit 15	Hydrocarbons	High	Keep current source / no change decided				
Organic Chemistry	Hydrocarbons	7	Properties of Alkanes 01: Halogenation Of Alkane (Compilation of previous Videos)	https://www.youtube.com/watch?v=4AX0Lb9hBOI	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFqvbAsdBsAtL7A7CGggSZX	03_organic_chem_lectures/05_hydrocarbons/06_properties_of_alkanes_01_halogenation_of_alkane.html		Unit 15	Hydrocarbons	High	Keep current source / no change decided				
Organic Chemistry	Hydrocarbons	8	Properties of Alkanes 02: Nitration, Sulphonation, Pyrolysis, Aromatization	https://www.youtube.com/watch?v=PzKS_OaZn0k	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFqvbAsdBsAtL7A7CGggSZX	03_organic_chem_lectures/05_hydrocarbons/07_properties_of_alkanes_02_nitration_sulphonation_pyrolysis_aromatization.html		Unit 15	Hydrocarbons	High	Keep current source / no change decided				
Organic Chemistry	Hydrocarbons	9	Properties of Alkanes 03: Oxidation - Catalytic Oxidation and Combustion	https://www.youtube.com/watch?v=CEZBZo0iA3U	https://www.youtube.com/playlist?list=PLF_7kfnwLFCFqvbAsdBsAtL7A7CGggSZX	03_organic_chem_lectures/05_hydrocarbons/08_properties_of_alkanes_03_oxidation_catalytic_oxidation_combustion.html		Unit 15	Hydrocarbons	High	Keep current source / no change decided				
